VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
9165,ULTRA BEVERAGE COMPANY LLP,26291,1000 Stories Znfdl,10.88,15.99,750,273,2970.24,120,1918.8,799.5,13.4,68054.7,-1051.44,-54.7967479674797,0.43956043956044,0.646008403361345
4425,MARTIGNETTI COMPANIES,20002,Soter Vyds Mineral Springs P,35.33,52.99,750,84,2967.72,91,4822.09,3497.34,10.06,144929.24,1854.37,38.455731850712,1.08333333333333,1.6248466836494
10754,PERFECTA WINES,24363,Mommessin Les Gr Mises Amour,16.21,25.99,750,183,2966.43,42,1091.58,831.68,4.64,28720.52,-1874.85,-171.755620293519,0.229508196721311,0.367977670128741
9552,M S WALKER INC,27164,Guillaume Vrignaud Chablis,17.64,26.99,750,168,2963.52,25,674.75,377.86,2.77,55551.82,-2288.77,-339.202667654687,0.148809523809524,0.22768532015981
4425,MARTIGNETTI COMPANIES,23192,Martinelli Bondi Home Pnt Nr,41.72,62.99,750,71,2962.12,97,6110.03,1385.78,10.88,144929.24,3147.91,51.5203689670918,1.36619718309859,2.06272196940029
9552,M S WALKER INC,607,Schmitt Sohne Funf Rsl,5.74,8.49,750,516,2961.84,463,4538.37,3405.53,51.15,55551.82,1576.53,34.7378023387251,0.897286821705426,1.53228060935094
4425,MARTIGNETTI COMPANIES,21105,Ken Volk Pnt Nr Cuvee St Mar,19.6,29.99,750,151,2959.6,178,5493.22,4368.57,19.64,144929.24,2533.62,46.1226748610105,1.17880794701987,1.85606838761995
10754,PERFECTA WINES,27015,Dom la Vougeraie La Justice,61.64,89.99,750,48,2958.72,10,899.9,719.92,1.11,28720.52,-2058.82,-228.783198133126,0.208333333333333,0.304151795370971
4425,MARTIGNETTI COMPANIES,18797,Hess Shirttail Crk Vyd Chard,8.06,12.49,750,367,2958.02,307,3834.43,824.34,34.47,144929.24,876.41,22.8563306671396,0.836512261580382,1.29628264852841
9552,M S WALKER INC,22054,Lokoya Spring Mtn Cab Svgn,211.03,324.99,750,14,2954.42,14,4549.86,1299.96,1.58,55551.82,1595.44,35.0656943290563,1,1.54001800691845
8004,SAZERAC CO INC,9090,Harmon Buffalo Trace Barrel,18.93,24.99,750,156,2953.08,156,3898.44,74.97,122.85,50293.62,945.36,24.249699879952,1,1.32012678288431
10754,PERFECTA WINES,25258,Ch Maine d'Arman Cote Bourg,8.72,12.99,750,337,2938.64,316,3867.04,2724.28,34.95,28720.52,928.4,24.0080268112044,0.937685459940653,1.31592845670106
7153,PINE STATE TRADING CO,21034,Cyrus Cab Svgn Alex Vly,36.73,54.99,750,80,2938.4,65,3563.35,3014.45,7.15,15884.82,624.95,17.538271570292,0.8125,1.21268377348217
90047,CRUSH WINES,27005,Ghost Block Est Cab Svgn,40.81,59.99,750,72,2938.32,35,2099.65,1499.75,3.87,1457.73,-838.67,-39.9433238873146,0.486111111111111,0.714574995235373
4425,MARTIGNETTI COMPANIES,21277,Nicholson Ranch Chard Son Ct,13.79,19.99,750,213,2937.27,1497,29436.03,14410.68,166.66,144929.24,26498.76,90.0215144501483,7.02816901408451,10.0215608371038
10754,PERFECTA WINES,25254,Ch des Perligues Graves,8.44,12.99,750,348,2937.12,221,2770.79,2049.37,24.41,28720.52,-166.33,-6.00298109925328,0.635057471264368,0.943369695484012
9552,M S WALKER INC,14436,Byron Santa Barbara Chard,7.87,14.99,750,373,2935.51,170,2422.3,1624.86,18.84,55551.82,-513.21,-21.1868884944061,0.455764075067024,0.825171775943533
9165,ULTRA BEVERAGE COMPANY LLP,2874,Hirsch 20 Yr American Whisky,51.46,69.99,750,57,2933.22,572,28994.28,7658.54,450.57,68054.7,26061.06,89.8834528741531,10.0350877192982,9.88479554891894
7153,PINE STATE TRADING CO,11771,Palagetto Sottobosco Rosso,19.17,29.99,750,153,2933.01,122,3557.78,2694.08,13.47,15884.82,624.77,17.5606698559214,0.797385620915033,1.21301325259716
3960,DIAGEO NORTH AMERICA INC,913,Smirnoff Raspberry Vodka,10.58,14.49,1000,277,2930.66,259,3752.91,1883.7,271.95,257032.07,822.25,21.9096647668076,0.935018050541516,1.28056819965469
9165,ULTRA BEVERAGE COMPANY LLP,25895,JeanJean Terrasses Larzac 13,9.39,13.99,750,312,2929.68,79,1105.21,951.32,8.7,68054.7,-1824.47,-165.079034753576,0.253205128205128,0.37724597908304
653,STATE WINE & SPIRITS,35075,Clos LaChance Chard,7.58,10.99,750,386,2925.88,391,5112.09,3606.22,43.24,8014.98,2186.21,42.7654833932893,1.01295336787565,1.74719742436464
9165,ULTRA BEVERAGE COMPANY LLP,3239,Seagram's Red Berry Vodka,7.8,9.99,750,375,2925,560,5349.4,2924.52,441.52,68054.7,2424.4,45.3209705761394,1.49333333333333,1.8288547008547
1703,ALISA CARR BEVERAGES,90013,Ch Leoville Barton 12 St Jul,64.93,99.99,750,45,2921.85,109,10898.91,3599.64,12.2,172,7977.06,73.191355832831,2.42222222222222,3.73014015093177
17033,SEA BREEZE CELLARS LLC,685,Caravan Cab Svgn,32.46,49.99,750,90,2921.4,207,10347.93,6648.67,22.92,549.55,7426.53,71.7682666968176,2.3,3.54211337030191
9552,M S WALKER INC,26518,Solimar Vinho Verde Branco,4.82,6.99,750,605,2916.1,422,2949.78,1195.29,47.09,55551.82,33.6799999999998,1.14178006495399,0.697520661157025,1.0115496725078
9744,FREDERICK WILDMAN & SONS,26690,Dom Faiveley Mercry Rouge 14,17.23,24.99,750,169,2911.87,97,2424.03,1474.41,10.77,3999.93,-487.84,-20.1251634674488,0.57396449704142,0.832465048233609
10754,PERFECTA WINES,36000,Fanal Madeira Rainwater,8.44,15.99,750,345,2911.8,293,3806.07,3078.63,32.3,28720.52,894.27,23.4958894607824,0.849275362318841,1.30711930764476
9165,ULTRA BEVERAGE COMPANY LLP,26485,Vivanco Rose,8.27,11.99,750,352,2911.04,335,4016.65,2757.7,37.07,68054.7,1105.61,27.5256743803916,0.951704545454545,1.37979897218863
4425,MARTIGNETTI COMPANIES,25621,Forest Glen Cab Svgn Cal,5.36,10.99,750,543,2910.48,566,5368.34,1858.95,63.16,144929.24,2457.86,45.784357920698,1.04235727440147,1.84448613287155
9815,WINE GROUP INC,6592,Almaden Chard Cal,6.03,8.99,1500,482,2906.46,549,4935.51,1519.31,122.92,27100.41,2029.05,41.1112529404256,1.13900414937759,1.69811729733077
9165,ULTRA BEVERAGE COMPANY LLP,2141,Loch Lomond 12 Yr,48.4,60.99,750,60,2904,12,731.88,670.89,9.47,68054.7,-2172.12,-296.786358419413,0.2,0.25202479338843
480,BACARDI USA INC,2200,Bonnie Rose Spiced Apple,10.78,19.99,750,269,2899.82,493,7419.07,3776.5,388.63,89286.27,4519.25,60.9139690015056,1.83271375464684,2.55845880089109
6785,PALM BAY INTERNATIONAL INC,26681,Villa Novare Valpol Ripasso,4.76,6.99,750,609,2898.84,609,4256.91,251.64,68.46,13605.41,1358.07,31.9027181688126,1,1.46848739495798
1587,VINEYARD BRANDS INC,46217,Cono Sur Chard Cntrl Vly,4.72,6.99,750,614,2898.08,668,5488.32,2384.1,74.5,6070.09,2590.24,47.1954988047344,1.08794788273616,1.89377794953901
9552,M S WALKER INC,16894,El Nido 12 Tinto Jumilla,82.75,119.99,750,35,2896.25,22,2639.78,1559.87,2.45,55551.82,-256.47,-9.71558235913598,0.628571428571429,0.911447561501942
653,STATE WINE & SPIRITS,2087,Uncle Val's Peppered Gin,25.18,36.99,750,115,2895.7,355,9812.45,6600.64,279.87,8014.98,6916.75,70.4895311568467,3.08695652173913,3.38862796560417
4425,MARTIGNETTI COMPANIES,20913,Benton Lane First Class Pnt,32.89,49.99,750,88,2894.32,19,949.81,799.84,2.09,144929.24,-1944.51,-204.726208399575,0.215909090909091,0.328163437353161
9165,ULTRA BEVERAGE COMPANY LLP,8525,Fetzer Sundial Chard,5.88,8.99,750,492,2892.96,471,5046.29,172.84,52.98,68054.7,2153.33,42.6715468195447,0.957317073170732,1.74433452242686
7255,PSP WINES,24847,Mureda Cab Svgn Organic,7.53,10.99,750,384,2891.52,149,1339.51,863.04,16.53,648.71,-1552.01,-115.864009973796,0.388020833333333,0.46325462040726
10050,Russian Standard Vodka,3349,Russian Standard Vodka,0.71,0.99,50,4072,2891.12,8640,8553.6,2338.38,449.99,732.6,5662.48,66.1999625888515,2.12180746561886,2.95857660698968
4425,MARTIGNETTI COMPANIES,45860,Canella Prosecco,3.44,4.99,187,840,2889.6,864,4311.36,484.03,24.16,144929.24,1421.76,32.9770652415943,1.02857142857143,1.49202657807309
1587,VINEYARD BRANDS INC,44207,Neil Ellis Sincerely Svgn Bl,6.2,8.99,750,466,2889.2,455,4544.45,2576.42,50.55,6070.09,1655.25,36.4235496044626,0.976394849785408,1.57290945590475
653,STATE WINE & SPIRITS,16753,Pennywise Pnt Nr,6.7,9.99,750,431,2887.7,462,5388.38,3124.31,51.3,8014.98,2500.68,46.4087536513757,1.07192575406032,1.86597638258822
1392,CONSTELLATION BRANDS INC,6762,Paul Masson Chablis,4.51,6.99,1500,640,2886.4,611,4827.89,1207.48,137.43,79528.99,1941.49,40.2140479588392,0.9546875,1.67263373059867
5992,MCCORMICK DISTILLING CO,976,McCormick Gold Label Bourbon,7.47,9.49,1000,386,2883.42,421,3995.29,1357.07,442.05,1567.85,1111.87,27.8295192589274,1.09067357512953,1.38560806264783
2000,SOUTHERN WINE & SPIRITS NE,24313,Ch Cheval Bl 12 St-Emilion,480.51,739.99,750,6,2883.06,6,4439.94,1479.98,0.68,19016.59,1556.88,35.0653387207935,1,1.54000957316185
12331,STELLAR IMPORTING CO LLC,17473,Loukatos Retsina,5.62,9.49,1000,513,2883.06,666,6316.34,3802.49,99.9,119.23,3433.28,54.355528676417,1.29824561403509,2.19084583740886
10754,PERFECTA WINES,39718,Calera Mills Vyd Pnt Nr,40.53,59.99,750,71,2877.63,77,5075.23,2897.56,8.56,28720.52,2197.6,43.3005006669648,1.08450704225352,1.76368400385039
4425,MARTIGNETTI COMPANIES,23074,Madrigal Cab Svgn,13.69,19.99,750,210,2874.9,723,14452.27,4617.19,80.87,144929.24,11577.37,80.1076232315062,3.44285714285714,5.02705137570002
10754,PERFECTA WINES,26461,Golan Heights Yarden Chard,15.12,22.99,750,190,2872.8,98,2145.02,1416.35,10.86,28720.52,-727.78,-33.9288211764925,0.515789473684211,0.746665274296853
17035,PERNOD RICARD USA,24705,Kenwood Merlot Sonoma,7.84,12.99,750,366,2869.44,237,3328.63,1346.07,26.5,123780.22,459.19,13.7951649777837,0.647540983606557,1.16002774060444
4425,MARTIGNETTI COMPANIES,18601,Bocelli Prosecco,12.41,18.99,750,231,2866.71,249,4728.51,3456.18,27.53,144929.24,1861.8,39.3739254014478,1.07792207792208,1.64945529893153
3960,DIAGEO NORTH AMERICA INC,731,Black & White Scotch,20.6,26.99,1750,139,2863.4,129,3481.71,2995.89,237.2,257032.07,618.31,17.7588024275428,0.928057553956835,1.21593560103374
9165,ULTRA BEVERAGE COMPANY LLP,23680,A Bichot Cremant Brut Rose,13.42,21.99,750,213,2858.46,173,3402.27,2170.9,19.18,68054.7,543.81,15.9837402675273,0.812206572769953,1.19024579668773
3960,DIAGEO NORTH AMERICA INC,3672,Shady Fruit Real Ruby Red Gr,8.26,11.99,750,346,2857.96,731,8181.69,4547.97,575.91,257032.07,5323.73,65.0688305227893,2.11271676300578,2.86277274699436
9552,M S WALKER INC,26813,Simonnet-Febvre 14 Chablis,17,24.99,750,168,2856,7,174.93,124.95,0.78,55551.82,-2681.07,-1532.65306122449,0.0416666666666667,0.06125
9815,WINE GROUP INC,23861,Concannon Founder Chard,5.95,8.99,750,480,2856,429,4790.71,1284.86,48.2,27100.41,1934.71,40.3846193987948,0.89375,1.67741946778711
1392,CONSTELLATION BRANDS INC,42601,3 Blind Moose Cab Svgn Cal,5.84,10.99,750,488,2849.92,653,6344.47,3522.38,72.66,79528.99,3494.55,55.0802509902324,1.33811475409836,2.22619231417022
4425,MARTIGNETTI COMPANIES,11775,Diamond Creek Red Rock Cab S,149.99,224.99,750,19,2849.81,21,4724.79,1799.92,2.34,144929.24,1874.98,39.6838801301222,1.10526315789474,1.65793158140367
4425,MARTIGNETTI COMPANIES,26104,Spottswoode Cab Svgn Napa,105.51,152.99,750,27,2848.77,62,9989.38,5159.68,6.95,144929.24,7140.61,71.4820138987605,2.2962962962963,3.50655897106471
9165,ULTRA BEVERAGE COMPANY LLP,21615,Moonstone Coc Lemongras Sake,4.79,6.99,300,593,2840.47,545,3809.55,2041.08,23.45,68054.7,969.08,25.4381751125461,0.919055649241147,1.3411688910638
10754,PERFECTA WINES,43668,L'Ecole No 41 Perigee Seven,33.78,49.99,750,84,2837.52,9,449.91,349.93,0.99,28720.52,-2387.61,-530.686137227446,0.107142857142857,0.158557472722659
4425,MARTIGNETTI COMPANIES,27196,Buena Vista Cab Svgn Sonoma,16.88,25.99,750,168,2835.84,49,1273.51,1143.56,5.4,144929.24,-1562.33,-122.679052382785,0.291666666666667,0.449076816745656
90010,VINEXTRA INC,24548,Fenouillet Beaumes Terres Ve,14.38,20.99,750,197,2832.86,95,1729.05,1289.29,10.5,524.94,-1103.81,-63.8391023972702,0.482233502538071,0.610354906349061
6785,PALM BAY INTERNATIONAL INC,26678,Fontanafredda Barolo Serralu,10.13,14.99,500,279,2826.27,182,2728.18,989.34,13.72,13605.41,-98.0900000000002,-3.59543725120777,0.652329749103943,0.965293478683919
10754,PERFECTA WINES,25084,Calera Ctrl Coast Pnt Nr,17.76,26.99,750,159,2823.84,116,3221.84,2237.19,12.86,28720.52,398,12.3531894817868,0.729559748427673,1.14094282962207
10754,PERFECTA WINES,25553,Billecart-Salmon Blanc de Bl,47.05,71.99,750,60,2823,38,2735.62,287.96,4.27,28720.52,-87.3800000000001,-3.19415708322063,0.633333333333333,0.969047113000354
516,BANFI PRODUCTS CORP,12224,Banfi Centine Bianco Toscana,6.57,10.99,750,429,2818.53,417,4649.83,3202.13,46.15,8510.41,1831.3,39.3842355526976,0.972027972027972,1.64973585521531
4425,MARTIGNETTI COMPANIES,27194,Buena Vista Champagne Vctoir,33.55,49.99,750,84,2818.2,10,499.9,499.9,1.1,144929.24,-2318.3,-463.75275055011,0.119047619047619,0.177382726563054
1392,CONSTELLATION BRANDS INC,44818,Red Guitar Temp/Garnacha Nvr,6.53,9.99,750,431,2814.43,503,5232.97,3466.67,55.73,79528.99,2418.54,46.2173488477863,1.16705336426914,1.85933563812211
2000,SOUTHERN WINE & SPIRITS NE,17601,Ch Palmer Margaux 09 Medoc,234.48,359.99,750,12,2813.76,23,7819.77,1699.95,2.58,19016.59,5006.01,64.0173560091921,1.91666666666667,2.77911762197202
90024,VINILANDIA USA,33706,Canaletto Mntplcno Abruzzo,5.51,11.99,750,510,2810.1,479,4111.21,2261.39,53.27,2802.64,1301.11,31.6478603622778,0.93921568627451,1.46301199245578
4425,MARTIGNETTI COMPANIES,17085,Copain Les Voisins Pnt Nr,25.99,38.99,750,108,2806.92,70,2729.3,2144.45,7.73,144929.24,-77.6199999999999,-2.84395266185468,0.648148148148148,0.972346914055263
10754,PERFECTA WINES,23771,Ch Pichon Baron Pauillac 12,93.54,144.99,750,30,2806.2,30,4349.7,289.98,3.37,28720.52,1543.5,35.4852058762673,1,1.55003207184092
3960,DIAGEO NORTH AMERICA INC,972,Ciroc Snap Frost Vodka,25.95,33.99,1000,108,2802.6,78,2651.22,679.8,81.9,257032.07,-151.38,-5.70982415642609,0.722222222222222,0.945985870263327
8673,STE MICHELLE WINE ESTATES,34950,Ch Ste Michelle Col Solare R,34.92,50.99,750,80,2793.6,70,3609.3,1918.63,7.78,15919.7,815.7,22.5999501288339,0.875,1.29198883161512
1392,CONSTELLATION BRANDS INC,16232,Blackstone Delectable Red,5.26,7.99,750,531,2793.06,536,4646.64,2805.8,59.48,79528.99,1853.58,39.890759774805,1.00941619585687,1.663637730661
2000,SOUTHERN WINE & SPIRITS NE,23875,Inglenook 1882 Cab Svgn,32.44,54.99,750,86,2789.84,50,2608.5,1593.69,5.53,19016.59,-181.34,-6.95188805827103,0.581395348837209,0.934999856622602
17035,PERNOD RICARD USA,3811,Absolut Spark Vodka,12.68,16.99,750,220,2789.6,1398,24800.02,13807.25,1101.57,123780.22,22010.42,88.7516219744984,6.35454545454545,8.89017063378262
9552,M S WALKER INC,31621,Novellum Chardonnay RSV VDP,6.62,9.99,750,421,2787.02,442,4982.58,2315.94,49.23,55551.82,2195.56,44.06472148967,1.04988123515439,1.78778049673128
10754,PERFECTA WINES,27319,W Selyum Pnt Nr Hirsch Vyd,77.41,119.99,750,36,2786.76,0,0,0,0,28720.52,-2786.76,-inf,0,0
90057,WALPOLE MTN VIEW WINERY,24939,NH 1761 Walpole Rose,13.01,18.99,750,214,2784.14,172,3266.28,2525.67,19.01,46.74,482.14,14.7611349914888,0.803738317757009,1.17317376281365
10754,PERFECTA WINES,39736,Krupp Bros Veraison Red,31.99,49.99,750,87,2783.13,118,5753.82,2769.44,13.14,28720.52,2970.69,51.6298737186773,1.35632183908046,2.06739174957692
7153,PINE STATE TRADING CO,27106,Lavau 13 Red Rhone Gigondas,16.55,24.99,750,168,2780.4,91,2274.09,1374.45,10.11,15884.82,-506.31,-22.2642903315172,0.541666666666667,0.817900302114804
4425,MARTIGNETTI COMPANIES,27798,Casa Lapostolle Svgn Bl,6.49,9.99,750,428,2777.72,440,4695.6,2110.03,49.02,144929.24,1917.88,40.8441945651248,1.02803738317757,1.69045116138416
3551,GILMANTON WINERY & VINEYARD,27334,Gilmanton Blueberry Surprise,10.52,15.99,750,264,2777.28,115,1838.85,1519.05,12.7,26.63,-938.43,-51.0335263887756,0.435606060606061,0.662104649153128
90024,VINILANDIA USA,19806,Exem Brdx,7.84,11.99,750,354,2775.36,237,3314.63,2571.16,26.19,2802.64,539.27,16.2693875334502,0.669491525423729,1.19430632422461
9165,ULTRA BEVERAGE COMPANY LLP,5595,Hine Antique XO Premier Cru,145.98,199.99,750,19,2773.62,2,399.98,399.98,1.58,68054.7,-2373.64,-593.439671983599,0.105263157894737,0.14420865150958
9552,M S WALKER INC,16440,Banshee Cab Svgn Napa Vly,21.33,34.99,750,130,2772.9,206,6997.94,4191.77,22.84,55551.82,4225.04,60.3754819275387,1.58461538461538,2.52368999963937
90011,FORTUNE WINE BROKERS LLC,43652,Barbera d'Alba Alessandria,12.49,18.99,750,222,2772.78,247,5085.53,3629.24,27.36,238.61,2312.75,45.4770692533522,1.11261261261261,1.83409069598021
12546,JIM BEAM BRANDS COMPANY,3903,Skinnygirl Wh Cherry Vodka,11.59,19.99,750,239,2770.01,589,8534.61,3767.4,464.03,123880.97,5764.6,67.5438010641377,2.46443514644351,3.08107551958296
1392,CONSTELLATION BRANDS INC,1719,Casa Noble Alta Belleza,923.07,1199.99,750,3,2769.21,0,0,0,0,79528.99,-2769.21,-inf,0,0
3960,DIAGEO NORTH AMERICA INC,1217,Dalwhinnie 25 Yr Single Malt,346.15,449.99,750,8,2769.2,5,2249.95,2249.95,3.95,257032.07,-519.25,-23.0782906286806,0.625,0.812490972121913
4425,MARTIGNETTI COMPANIES,21342,Dom du Garde Temps Tour Rose,10.52,15.99,750,263,2766.76,487,7787.13,2158.65,54.46,144929.24,5020.37,64.4700936031632,1.85171102661597,2.8145303531929
1392,CONSTELLATION BRANDS INC,780,Svedka Clementine Vodka,9.84,12.99,1000,281,2765.04,283,3676.17,1857.57,297.15,79528.99,911.13,24.784762402174,1.00711743772242,1.32951783699332
2000,SOUTHERN WINE & SPIRITS NE,26227,Jarvis Lake William Red Napa,92.1,139.99,750,30,2763,8,1119.92,419.97,0.9,19016.59,-1643.08,-146.714051003643,0.266666666666667,0.40532754252624
90052,HAUNTING WHISPER VYDS,18800,Haunting Whisper DeChaunac,8.27,11.99,750,334,2762.18,331,3968.69,2889.59,36.66,27.61,1206.51,30.4007115698127,0.991017964071856,1.43679629857576
9552,M S WALKER INC,17323,Stonestreet Est Cab Svgn,27.62,41.99,750,100,2762,118,4170.82,1637.54,13.18,55551.82,1408.82,33.7780100795527,1.18,1.51007241129616
3252,E & J GALLO WINERY,11156,Canyon Rd Wh Znfdl,6.07,8.99,1500,455,2761.85,443,3982.57,728.19,99.63,61966.91,1220.72,30.6515641909621,0.973626373626374,1.44199359125224
9165,ULTRA BEVERAGE COMPANY LLP,6102,Midnight Moon Peach,14.38,23.99,750,192,2760.96,422,7850.78,5723.97,332.72,68054.7,5089.82,64.832029428923,2.19791666666667,2.84349646499768
4425,MARTIGNETTI COMPANIES,25676,NxNW Cab Svgn Columbia Vly,16.43,23.99,750,168,2760.24,75,1799.25,1295.46,8.31,144929.24,-960.99,-53.4105877448937,0.446428571428571,0.651845491696374
4425,MARTIGNETTI COMPANIES,34802,Dom Diochon Moulin-a-Vent,12.41,17.99,750,222,2755.02,135,2428.65,1187.34,15.03,144929.24,-326.37,-13.4383299363844,0.608108108108108,0.881536250190561
4425,MARTIGNETTI COMPANIES,17500,Hob Nob Wicked Red,6.45,9.99,750,427,2754.15,646,6362.54,3961.99,71.61,144929.24,3608.39,56.7130422755692,1.51288056206089,2.31016466060309
653,STATE WINE & SPIRITS,9118,Caffo Sambuca Secolare,10.35,16.99,750,266,2753.1,774,11412.76,6810.91,609.92,8014.98,8659.66,75.8770008306492,2.90977443609023,4.14542152482656
11567,CAMPARI AMERICA,4857,Skyy Infusions Grapefuit,0.75,0.99,50,3670,2752.5,4041,4000.59,1293.93,210.2,20964.81,1248.09,31.1976483468688,1.10108991825613,1.45343869209809
4425,MARTIGNETTI COMPANIES,34532,Dom Fontsainte Corbieres Gr,9.2,13.99,750,299,2750.8,394,5512.06,2602.14,43.89,144929.24,2761.26,50.094882856863,1.31772575250836,2.00380253017304
9744,FREDERICK WILDMAN & SONS,23469,Hugel Les Amours Pnt Bl,7.43,13.99,750,370,2749.1,378,4746.22,2585.91,41.96,3999.93,1997.12,42.07811690145,1.02162162162162,1.72646320614019
9165,ULTRA BEVERAGE COMPANY LLP,25814,Ch Albajan Picpoul 15,7.89,11.99,750,348,2745.72,200,2398,1690.59,22.13,68054.7,-347.72,-14.5004170141785,0.574712643678161,0.873359264600906
9744,FREDERICK WILDMAN & SONS,26697,O Leflaive Ch-Mnt 14 St Marc,45.75,69.99,750,60,2745,19,1329.81,769.89,2.12,3999.93,-1415.19,-106.420466081621,0.316666666666667,0.484448087431694
4425,MARTIGNETTI COMPANIES,41978,Ridge Santa Cruz Mt Chard,32.65,47.99,750,84,2742.6,90,4319.1,2735.43,9.97,144929.24,1576.5,36.500659859693,1.07142857142857,1.57481951432947
9552,M S WALKER INC,34907,Smoking Loon Viognier Cal,6.66,9.99,750,411,2737.26,710,6844.7,3897.4,78.89,55551.82,4107.44,60.00905810335,1.72749391727494,2.50056625969035
8004,SAZERAC CO INC,5390,Dr McGillicuddy's Peach,0.77,0.99,50,3540,2725.8,7007,6936.93,2161.17,364.14,50293.62,4211.13,60.7059607059607,1.97937853107345,2.54491525423729
4425,MARTIGNETTI COMPANIES,26078,Locations CA Red,16.21,23.99,750,168,2723.28,164,3934.36,2638.9,18.18,144929.24,1211.08,30.782134832603,0.976190476190476,1.44471372756382
3664,WILLIAM GRANT & SONS INC,8385,Glenfiddich 1978 Rare Collct,2713.17,3499.99,750,1,2713.17,1,3499.99,3499.99,0.79,30234.42,786.82,22.480635658959,1,1.29000025800079
1392,CONSTELLATION BRANDS INC,26632,R Mondavi Pvt Sel Znfdl,4.62,7.99,750,587,2711.94,581,4906.19,3495.89,64.27,79528.99,2194.25,44.7241138235576,0.989778534923339,1.80910713363865
3960,DIAGEO NORTH AMERICA INC,473,Ciroc Peach Vodka,26.55,33.99,1000,102,2708.1,122,4146.78,1223.64,128.1,257032.07,1438.68,34.69390707971,1.19607843137255,1.53125069236734
1587,VINEYARD BRANDS INC,42655,Warre's Vintage Port 03,45.03,67.99,750,60,2701.8,50,3399.5,2515.63,5.53,6070.09,697.7,20.5236064127077,0.833333333333333,1.25823525057369
4425,MARTIGNETTI COMPANIES,24422,Cade Rsv Cab Svgn,117.44,174.99,750,23,2701.12,9,1614.91,914.95,1,144929.24,-1086.21,-67.2613334489228,0.391304347826087,0.597866810804407
660,SAZERAC NORTH AMERICA INC.,1980,1792 Full Proof Bourbon,33.33,44.99,750,81,2699.73,79,3576.21,2174.52,62.23,17932.33,876.48,24.5086278490357,0.975308641975309,1.32465468769099
4425,MARTIGNETTI COMPANIES,27707,Daou Reserve Seventeen Forty,40.9,62.99,750,66,2699.4,48,3023.52,1952.69,5.3,144929.24,324.12,10.7199555484998,0.727272727272727,1.12007112691709
10754,PERFECTA WINES,23756,Ch La Mission 12 Haut Brion,224.32,331.99,750,12,2691.84,15,4979.85,1991.94,1.69,28720.52,2288.01,45.945359799994,1.25,1.84997993937233
1703,ALISA CARR BEVERAGES,90090,Ch Lafite Rothschild 12,448.27,649.99,750,6,2689.62,15,9749.85,4549.93,1.68,172,7060.23,72.4137294419914,2.5,3.62499163450599
90024,VINILANDIA USA,46141,Spy Valley Pnt Nr Marlboro,12.98,24.99,750,207,2686.86,197,4295.03,3000.63,21.77,2802.64,1608.17,37.442578980822,0.951690821256039,1.59853137119165
480,BACARDI USA INC,565,Bombay Dry Gin,15.52,20.49,1000,173,2684.96,173,3563.27,2732.67,181.65,89286.27,878.31,24.6489881485265,1,1.3271221917645
9165,ULTRA BEVERAGE COMPANY LLP,19827,Pomino Chard,11.18,17.99,750,240,2683.2,289,5005.11,2741.42,32.11,68054.7,2321.91,46.3907886140365,1.20416666666667,1.86535107334526
4425,MARTIGNETTI COMPANIES,22671,Round Hill Chard,9.14,13.99,1500,293,2678.02,313,4378.87,811.42,70.36,144929.24,1700.85,38.8422127169795,1.06825938566553,1.63511474895632
516,BANFI PRODUCTS CORP,24672,Bolla Merlot,8.49,12.99,1500,315,2674.35,316,4383.84,2618.14,70.44,8510.41,1709.49,38.995264425709,1.0031746031746,1.63921700600146
9552,M S WALKER INC,35910,Mulderbosch Svgn Bl Stelnbch,12.32,19.99,750,217,2673.44,196,3764.04,2690.6,21.66,55551.82,1090.6,28.9741873093803,0.903225806451613,1.40793883535819
9744,FREDERICK WILDMAN & SONS,26688,Dom Faiveley 14 St George AC,31.81,48.99,750,84,2672.04,14,685.86,489.9,1.54,3999.93,-1986.18,-289.58971218616,0.166666666666667,0.256680289217227
9744,FREDERICK WILDMAN & SONS,26689,Faiveley Gevrey Chmbtn AC 14,31.81,48.99,750,84,2672.04,10,489.9,440.91,1.1,3999.93,-2182.14,-445.425597060625,0.119047619047619,0.183343063726591
9165,ULTRA BEVERAGE COMPANY LLP,23877,Love Lane Carmenere,7.38,12.99,750,362,2671.56,267,2897.33,1960.19,29.58,68054.7,225.77,7.79234674683243,0.737569060773481,1.08450867657848
9165,ULTRA BEVERAGE COMPANY LLP,17281,Ch Magrez Fombrauge 09,89.03,183.99,750,30,2670.9,34,4419.66,1169.91,3.81,68054.7,1748.76,39.5677495553957,1.13333333333333,1.65474559137369
9165,ULTRA BEVERAGE COMPANY LLP,25893,MJ Candice Red 13 Roussillon,7.14,10.99,750,374,2670.36,143,1571.57,769.3,15.9,68054.7,-1098.79,-69.9167074963253,0.382352941176471,0.588523644752018
9260,TY KU LLC,18838,Ty Ku Coconut Nigori,6.41,9.49,330,416,2666.56,406,4404.44,3258.5,20.29,198.94,1737.88,39.4574565665556,0.975961538461538,1.65173106924277
